municipio,trimestre,Ocupação no trabalho,quantidade de ocupação no trabalho
Paraná,1º trimestre 2014,Serviços domésticos,295.0
Paraná,1º trimestre 2014,Atividades mal definidas,0.0
Paraná,2º trimestre 2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",604.0
Paraná,2º trimestre 2014,Indústria geral,976.0
Paraná,2º trimestre 2014,Indústria de transformação,903.0
Paraná,2º trimestre 2014,Construção,479.0
Paraná,2º trimestre 2014,"Comércio, reparação de veículos automotores e motocicletas",1092.0
Paraná,2º trimestre 2014,"Transporte, armazenagem e correio",283.0
Paraná,2º trimestre 2014,Alojamento e alimentação,195.0
Paraná,2º trimestre 2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",605.0
Paraná,2º trimestre 2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",799.0
Paraná,2º trimestre 2014,Outros serviços,204.0
Paraná,2º trimestre 2014,Serviços domésticos,307.0
Paraná,2º trimestre 2014,Atividades mal definidas,0.0
Paraná,3º trimestre 2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",580.0
Paraná,3º trimestre 2014,Indústria geral,1023.0
Paraná,3º trimestre 2014,Indústria de transformação,946.0
Paraná,3º trimestre 2014,Construção,479.0
Paraná,3º trimestre 2014,"Comércio, reparação de veículos automotores e motocicletas",1068.0
Paraná,3º trimestre 2014,"Transporte, armazenagem e correio",265.0
Paraná,3º trimestre 2014,Alojamento e alimentação,216.0
Paraná,3º trimestre 2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",612.0
Paraná,3º trimestre 2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",814.0
Paraná,3º trimestre 2014,Outros serviços,209.0
Paraná,3º trimestre 2014,Serviços domésticos,302.0
Paraná,3º trimestre 2014,Atividades mal definidas,1.0
Paraná,4º trimestre 2014,"Agricultura, pecuária, produção florestal, pesca e aquicultura",584.0
Paraná,4º trimestre 2014,Indústria geral,976.0
Paraná,4º trimestre 2014,Indústria de transformação,908.0
Paraná,4º trimestre 2014,Construção,513.0
Paraná,4º trimestre 2014,"Comércio, reparação de veículos automotores e motocicletas",1092.0
Paraná,4º trimestre 2014,"Transporte, armazenagem e correio",274.0
Paraná,4º trimestre 2014,Alojamento e alimentação,216.0
Paraná,4º trimestre 2014,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",592.0
Paraná,4º trimestre 2014,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",783.0
Paraná,4º trimestre 2014,Outros serviços,208.0
Paraná,4º trimestre 2014,Serviços domésticos,274.0
Paraná,4º trimestre 2014,Atividades mal definidas,2.0
Paraná,1º trimestre 2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",573.0
Paraná,1º trimestre 2015,Indústria geral,961.0
Paraná,1º trimestre 2015,Indústria de transformação,885.0
Paraná,1º trimestre 2015,Construção,497.0
Paraná,1º trimestre 2015,"Comércio, reparação de veículos automotores e motocicletas",1090.0
Paraná,1º trimestre 2015,"Transporte, armazenagem e correio",266.0
Paraná,1º trimestre 2015,Alojamento e alimentação,191.0
Paraná,1º trimestre 2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",593.0
Paraná,1º trimestre 2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",760.0
Paraná,1º trimestre 2015,Outros serviços,207.0
Paraná,1º trimestre 2015,Serviços domésticos,289.0
Paraná,1º trimestre 2015,Atividades mal definidas,1.0
Paraná,2º trimestre 2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",554.0
Paraná,2º trimestre 2015,Indústria geral,951.0
Paraná,2º trimestre 2015,Indústria de transformação,873.0
Paraná,2º trimestre 2015,Construção,471.0
Paraná,2º trimestre 2015,"Comércio, reparação de veículos automotores e motocicletas",1108.0
Paraná,2º trimestre 2015,"Transporte, armazenagem e correio",282.0
Paraná,2º trimestre 2015,Alojamento e alimentação,192.0
Paraná,2º trimestre 2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",560.0
Paraná,2º trimestre 2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",802.0
Paraná,2º trimestre 2015,Outros serviços,226.0
Paraná,2º trimestre 2015,Serviços domésticos,291.0
Paraná,2º trimestre 2015,Atividades mal definidas,1.0
Paraná,3º trimestre 2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",551.0
Paraná,3º trimestre 2015,Indústria geral,973.0
Paraná,3º trimestre 2015,Indústria de transformação,900.0
Paraná,3º trimestre 2015,Construção,445.0
Paraná,3º trimestre 2015,"Comércio, reparação de veículos automotores e motocicletas",1081.0
Paraná,3º trimestre 2015,"Transporte, armazenagem e correio",281.0
Paraná,3º trimestre 2015,Alojamento e alimentação,202.0
Paraná,3º trimestre 2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",575.0
Paraná,3º trimestre 2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",817.0
Paraná,3º trimestre 2015,Outros serviços,232.0
Paraná,3º trimestre 2015,Serviços domésticos,292.0
Paraná,3º trimestre 2015,Atividades mal definidas,0.0
Paraná,4º trimestre 2015,"Agricultura, pecuária, produção florestal, pesca e aquicultura",589.0
Paraná,4º trimestre 2015,Indústria geral,924.0
Paraná,4º trimestre 2015,Indústria de transformação,856.0
Paraná,4º trimestre 2015,Construção,478.0
Paraná,4º trimestre 2015,"Comércio, reparação de veículos automotores e motocicletas",1103.0
Paraná,4º trimestre 2015,"Transporte, armazenagem e correio",290.0
Paraná,4º trimestre 2015,Alojamento e alimentação,218.0
Paraná,4º trimestre 2015,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",545.0
Paraná,4º trimestre 2015,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",835.0
Paraná,4º trimestre 2015,Outros serviços,220.0
Paraná,4º trimestre 2015,Serviços domésticos,325.0
Paraná,4º trimestre 2015,Atividades mal definidas,1.0
Paraná,1º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",598.0
Paraná,1º trimestre 2016,Indústria geral,912.0
Paraná,1º trimestre 2016,Indústria de transformação,841.0
Paraná,1º trimestre 2016,Construção,470.0
Paraná,1º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",1097.0
Paraná,1º trimestre 2016,"Transporte, armazenagem e correio",282.0
Paraná,1º trimestre 2016,Alojamento e alimentação,211.0
Paraná,1º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",521.0
Paraná,1º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",838.0
Paraná,1º trimestre 2016,Outros serviços,219.0
Paraná,1º trimestre 2016,Serviços domésticos,320.0
Paraná,1º trimestre 2016,Atividades mal definidas,0.0
Paraná,2º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",595.0
Paraná,2º trimestre 2016,Indústria geral,868.0
Paraná,2º trimestre 2016,Indústria de transformação,804.0
Paraná,2º trimestre 2016,Construção,454.0
Paraná,2º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",1105.0
Paraná,2º trimestre 2016,"Transporte, armazenagem e correio",297.0
Paraná,2º trimestre 2016,Alojamento e alimentação,237.0
Paraná,2º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",504.0
Paraná,2º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",856.0
Paraná,2º trimestre 2016,Outros serviços,211.0
Paraná,2º trimestre 2016,Serviços domésticos,315.0
Paraná,2º trimestre 2016,Atividades mal definidas,0.0
Paraná,3º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",577.0
Paraná,3º trimestre 2016,Indústria geral,874.0
Paraná,3º trimestre 2016,Indústria de transformação,807.0
Paraná,3º trimestre 2016,Construção,439.0
Paraná,3º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",1073.0
Paraná,3º trimestre 2016,"Transporte, armazenagem e correio",296.0
Paraná,3º trimestre 2016,Alojamento e alimentação,257.0
Paraná,3º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",504.0
Paraná,3º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",843.0
Paraná,3º trimestre 2016,Outros serviços,217.0
Paraná,3º trimestre 2016,Serviços domésticos,300.0
Paraná,3º trimestre 2016,Atividades mal definidas,1.0
Paraná,4º trimestre 2016,"Agricultura, pecuária, produção florestal, pesca e aquicultura",575.0
Paraná,4º trimestre 2016,Indústria geral,903.0
Paraná,4º trimestre 2016,Indústria de transformação,831.0
Paraná,4º trimestre 2016,Construção,437.0
Paraná,4º trimestre 2016,"Comércio, reparação de veículos automotores e motocicletas",1118.0
Paraná,4º trimestre 2016,"Transporte, armazenagem e correio",280.0
Paraná,4º trimestre 2016,Alojamento e alimentação,250.0
Paraná,4º trimestre 2016,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",534.0
Paraná,4º trimestre 2016,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",850.0
Paraná,4º trimestre 2016,Outros serviços,209.0
Paraná,4º trimestre 2016,Serviços domésticos,306.0
Paraná,4º trimestre 2016,Atividades mal definidas,1.0
Paraná,1º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",557.0
Paraná,1º trimestre 2017,Indústria geral,881.0
Paraná,1º trimestre 2017,Indústria de transformação,811.0
Paraná,1º trimestre 2017,Construção,435.0
Paraná,1º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",1081.0
Paraná,1º trimestre 2017,"Transporte, armazenagem e correio",274.0
Paraná,1º trimestre 2017,Alojamento e alimentação,251.0
Paraná,1º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",547.0
Paraná,1º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",824.0
Paraná,1º trimestre 2017,Outros serviços,217.0
Paraná,1º trimestre 2017,Serviços domésticos,290.0
Paraná,1º trimestre 2017,Atividades mal definidas,0.0
Paraná,2º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",562.0
Paraná,2º trimestre 2017,Indústria geral,924.0
Paraná,2º trimestre 2017,Indústria de transformação,847.0
Paraná,2º trimestre 2017,Construção,448.0
Paraná,2º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",1061.0
Paraná,2º trimestre 2017,"Transporte, armazenagem e correio",287.0
Paraná,2º trimestre 2017,Alojamento e alimentação,256.0
Paraná,2º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",561.0
Paraná,2º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",822.0
Paraná,2º trimestre 2017,Outros serviços,237.0
Paraná,2º trimestre 2017,Serviços domésticos,290.0
Paraná,2º trimestre 2017,Atividades mal definidas,0.0
Paraná,3º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",583.0
Paraná,3º trimestre 2017,Indústria geral,931.0
Paraná,3º trimestre 2017,Indústria de transformação,860.0
Paraná,3º trimestre 2017,Construção,439.0
Paraná,3º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",1069.0
Paraná,3º trimestre 2017,"Transporte, armazenagem e correio",276.0
Paraná,3º trimestre 2017,Alojamento e alimentação,259.0
Paraná,3º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",547.0
Paraná,3º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",818.0
Paraná,3º trimestre 2017,Outros serviços,236.0
Paraná,3º trimestre 2017,Serviços domésticos,299.0
Paraná,3º trimestre 2017,Atividades mal definidas,1.0
Paraná,4º trimestre 2017,"Agricultura, pecuária, produção florestal, pesca e aquicultura",565.0
Paraná,4º trimestre 2017,Indústria geral,870.0
Paraná,4º trimestre 2017,Indústria de transformação,800.0
Paraná,4º trimestre 2017,Construção,465.0
Paraná,4º trimestre 2017,"Comércio, reparação de veículos automotores e motocicletas",1103.0
Paraná,4º trimestre 2017,"Transporte, armazenagem e correio",283.0
Paraná,4º trimestre 2017,Alojamento e alimentação,258.0
Paraná,4º trimestre 2017,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",563.0
Paraná,4º trimestre 2017,"Administração pública, defesa, seguridade social, educação, saúde humana e serviços sociais",819.0
Paraná,4º trimestre 2017,Outros serviços,254.0
Paraná,4º trimestre 2017,Serviços domésticos,333.0
Paraná,4º trimestre 2017,Atividades mal definidas,1.0
Paraná,1º trimestre 2018,"Agricultura, pecuária, produção florestal, pesca e aquicultura",568.0
Paraná,1º trimestre 2018,Indústria geral,849.0
Paraná,1º trimestre 2018,Indústria de transformação,781.0
Paraná,1º trimestre 2018,Construção,424.0
Paraná,1º trimestre 2018,"Comércio, reparação de veículos automotores e motocicletas",1072.0
Paraná,1º trimestre 2018,"Transporte, armazenagem e correio",276.0
Paraná,1º trimestre 2018,Alojamento e alimentação,253.0
Paraná,1º trimestre 2018,"Informação, comunicação e atividades financeiras, imobiliárias, profissionais e administrativas",586.0
