municipio,trimestre,Posição na ocupação,quantidade de posição e categoria
Mato Grosso do Sul,4º trimestre 2012,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",29.0
Mato Grosso do Sul,4º trimestre 2012,Empregado no setor público - militar e funcionário público estatutário,128.0
Mato Grosso do Sul,4º trimestre 2012,Empregador,50.0
Mato Grosso do Sul,4º trimestre 2012,Conta própria,240.0
Mato Grosso do Sul,4º trimestre 2012,Trabalhador familiar auxiliar,23.0
Mato Grosso do Sul,1º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico",619.0
Mato Grosso do Sul,1º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",478.0
Mato Grosso do Sul,1º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",141.0
Mato Grosso do Sul,1º trimestre 2013,Trabalhador doméstico,99.0
Mato Grosso do Sul,1º trimestre 2013,Trabalhador doméstico - com carteira de trabalho assinada,31.0
Mato Grosso do Sul,1º trimestre 2013,Trabalhador doméstico - sem carteira de trabalho assinada,68.0
Mato Grosso do Sul,1º trimestre 2013,Empregado no setor público,157.0
Mato Grosso do Sul,1º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",13.0
Mato Grosso do Sul,1º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",23.0
Mato Grosso do Sul,1º trimestre 2013,Empregado no setor público - militar e funcionário público estatutário,120.0
Mato Grosso do Sul,1º trimestre 2013,Empregador,57.0
Mato Grosso do Sul,1º trimestre 2013,Conta própria,231.0
Mato Grosso do Sul,1º trimestre 2013,Trabalhador familiar auxiliar,24.0
Mato Grosso do Sul,2º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico",643.0
Mato Grosso do Sul,2º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",505.0
Mato Grosso do Sul,2º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",138.0
Mato Grosso do Sul,2º trimestre 2013,Trabalhador doméstico,92.0
Mato Grosso do Sul,2º trimestre 2013,Trabalhador doméstico - com carteira de trabalho assinada,29.0
Mato Grosso do Sul,2º trimestre 2013,Trabalhador doméstico - sem carteira de trabalho assinada,62.0
Mato Grosso do Sul,2º trimestre 2013,Empregado no setor público,166.0
Mato Grosso do Sul,2º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",15.0
Mato Grosso do Sul,2º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",31.0
Mato Grosso do Sul,2º trimestre 2013,Empregado no setor público - militar e funcionário público estatutário,120.0
Mato Grosso do Sul,2º trimestre 2013,Empregador,48.0
Mato Grosso do Sul,2º trimestre 2013,Conta própria,239.0
Mato Grosso do Sul,2º trimestre 2013,Trabalhador familiar auxiliar,24.0
Mato Grosso do Sul,3º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico",641.0
Mato Grosso do Sul,3º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",505.0
Mato Grosso do Sul,3º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",136.0
Mato Grosso do Sul,3º trimestre 2013,Trabalhador doméstico,91.0
Mato Grosso do Sul,3º trimestre 2013,Trabalhador doméstico - com carteira de trabalho assinada,33.0
Mato Grosso do Sul,3º trimestre 2013,Trabalhador doméstico - sem carteira de trabalho assinada,58.0
Mato Grosso do Sul,3º trimestre 2013,Empregado no setor público,174.0
Mato Grosso do Sul,3º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",17.0
Mato Grosso do Sul,3º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",36.0
Mato Grosso do Sul,3º trimestre 2013,Empregado no setor público - militar e funcionário público estatutário,122.0
Mato Grosso do Sul,3º trimestre 2013,Empregador,59.0
Mato Grosso do Sul,3º trimestre 2013,Conta própria,241.0
Mato Grosso do Sul,3º trimestre 2013,Trabalhador familiar auxiliar,23.0
Mato Grosso do Sul,4º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico",640.0
Mato Grosso do Sul,4º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",508.0
Mato Grosso do Sul,4º trimestre 2013,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",132.0
Mato Grosso do Sul,4º trimestre 2013,Trabalhador doméstico,93.0
Mato Grosso do Sul,4º trimestre 2013,Trabalhador doméstico - com carteira de trabalho assinada,29.0
Mato Grosso do Sul,4º trimestre 2013,Trabalhador doméstico - sem carteira de trabalho assinada,64.0
Mato Grosso do Sul,4º trimestre 2013,Empregado no setor público,163.0
Mato Grosso do Sul,4º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",14.0
Mato Grosso do Sul,4º trimestre 2013,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",36.0
Mato Grosso do Sul,4º trimestre 2013,Empregado no setor público - militar e funcionário público estatutário,113.0
Mato Grosso do Sul,4º trimestre 2013,Empregador,58.0
Mato Grosso do Sul,4º trimestre 2013,Conta própria,245.0
Mato Grosso do Sul,4º trimestre 2013,Trabalhador familiar auxiliar,22.0
Mato Grosso do Sul,1º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico",667.0
Mato Grosso do Sul,1º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",510.0
Mato Grosso do Sul,1º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",157.0
Mato Grosso do Sul,1º trimestre 2014,Trabalhador doméstico,92.0
Mato Grosso do Sul,1º trimestre 2014,Trabalhador doméstico - com carteira de trabalho assinada,30.0
Mato Grosso do Sul,1º trimestre 2014,Trabalhador doméstico - sem carteira de trabalho assinada,61.0
Mato Grosso do Sul,1º trimestre 2014,Empregado no setor público,160.0
Mato Grosso do Sul,1º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",14.0
Mato Grosso do Sul,1º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",30.0
Mato Grosso do Sul,1º trimestre 2014,Empregado no setor público - militar e funcionário público estatutário,116.0
Mato Grosso do Sul,1º trimestre 2014,Empregador,53.0
Mato Grosso do Sul,1º trimestre 2014,Conta própria,211.0
Mato Grosso do Sul,1º trimestre 2014,Trabalhador familiar auxiliar,22.0
Mato Grosso do Sul,2º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico",653.0
Mato Grosso do Sul,2º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",510.0
Mato Grosso do Sul,2º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",144.0
Mato Grosso do Sul,2º trimestre 2014,Trabalhador doméstico,91.0
Mato Grosso do Sul,2º trimestre 2014,Trabalhador doméstico - com carteira de trabalho assinada,30.0
Mato Grosso do Sul,2º trimestre 2014,Trabalhador doméstico - sem carteira de trabalho assinada,61.0
Mato Grosso do Sul,2º trimestre 2014,Empregado no setor público,174.0
Mato Grosso do Sul,2º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",14.0
Mato Grosso do Sul,2º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",30.0
Mato Grosso do Sul,2º trimestre 2014,Empregado no setor público - militar e funcionário público estatutário,129.0
Mato Grosso do Sul,2º trimestre 2014,Empregador,60.0
Mato Grosso do Sul,2º trimestre 2014,Conta própria,234.0
Mato Grosso do Sul,2º trimestre 2014,Trabalhador familiar auxiliar,21.0
Mato Grosso do Sul,3º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico",661.0
Mato Grosso do Sul,3º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",504.0
Mato Grosso do Sul,3º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",157.0
Mato Grosso do Sul,3º trimestre 2014,Trabalhador doméstico,94.0
Mato Grosso do Sul,3º trimestre 2014,Trabalhador doméstico - com carteira de trabalho assinada,32.0
Mato Grosso do Sul,3º trimestre 2014,Trabalhador doméstico - sem carteira de trabalho assinada,62.0
Mato Grosso do Sul,3º trimestre 2014,Empregado no setor público,166.0
Mato Grosso do Sul,3º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",12.0
Mato Grosso do Sul,3º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",36.0
Mato Grosso do Sul,3º trimestre 2014,Empregado no setor público - militar e funcionário público estatutário,118.0
Mato Grosso do Sul,3º trimestre 2014,Empregador,56.0
Mato Grosso do Sul,3º trimestre 2014,Conta própria,244.0
Mato Grosso do Sul,3º trimestre 2014,Trabalhador familiar auxiliar,18.0
Mato Grosso do Sul,4º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico",667.0
Mato Grosso do Sul,4º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",501.0
Mato Grosso do Sul,4º trimestre 2014,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",166.0
Mato Grosso do Sul,4º trimestre 2014,Trabalhador doméstico,86.0
Mato Grosso do Sul,4º trimestre 2014,Trabalhador doméstico - com carteira de trabalho assinada,31.0
Mato Grosso do Sul,4º trimestre 2014,Trabalhador doméstico - sem carteira de trabalho assinada,56.0
Mato Grosso do Sul,4º trimestre 2014,Empregado no setor público,165.0
Mato Grosso do Sul,4º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",12.0
Mato Grosso do Sul,4º trimestre 2014,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",35.0
Mato Grosso do Sul,4º trimestre 2014,Empregado no setor público - militar e funcionário público estatutário,118.0
Mato Grosso do Sul,4º trimestre 2014,Empregador,55.0
Mato Grosso do Sul,4º trimestre 2014,Conta própria,253.0
Mato Grosso do Sul,4º trimestre 2014,Trabalhador familiar auxiliar,21.0
Mato Grosso do Sul,1º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico",654.0
Mato Grosso do Sul,1º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",494.0
Mato Grosso do Sul,1º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",160.0
Mato Grosso do Sul,1º trimestre 2015,Trabalhador doméstico,88.0
Mato Grosso do Sul,1º trimestre 2015,Trabalhador doméstico - com carteira de trabalho assinada,32.0
Mato Grosso do Sul,1º trimestre 2015,Trabalhador doméstico - sem carteira de trabalho assinada,57.0
Mato Grosso do Sul,1º trimestre 2015,Empregado no setor público,160.0
Mato Grosso do Sul,1º trimestre 2015,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",10.0
Mato Grosso do Sul,1º trimestre 2015,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",34.0
Mato Grosso do Sul,1º trimestre 2015,Empregado no setor público - militar e funcionário público estatutário,116.0
Mato Grosso do Sul,1º trimestre 2015,Empregador,56.0
Mato Grosso do Sul,1º trimestre 2015,Conta própria,239.0
Mato Grosso do Sul,1º trimestre 2015,Trabalhador familiar auxiliar,23.0
Mato Grosso do Sul,2º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico",636.0
Mato Grosso do Sul,2º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",481.0
Mato Grosso do Sul,2º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",154.0
Mato Grosso do Sul,2º trimestre 2015,Trabalhador doméstico,88.0
Mato Grosso do Sul,2º trimestre 2015,Trabalhador doméstico - com carteira de trabalho assinada,31.0
Mato Grosso do Sul,2º trimestre 2015,Trabalhador doméstico - sem carteira de trabalho assinada,57.0
Mato Grosso do Sul,2º trimestre 2015,Empregado no setor público,168.0
Mato Grosso do Sul,2º trimestre 2015,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",11.0
Mato Grosso do Sul,2º trimestre 2015,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",37.0
Mato Grosso do Sul,2º trimestre 2015,Empregado no setor público - militar e funcionário público estatutário,121.0
Mato Grosso do Sul,2º trimestre 2015,Empregador,52.0
Mato Grosso do Sul,2º trimestre 2015,Conta própria,254.0
Mato Grosso do Sul,2º trimestre 2015,Trabalhador familiar auxiliar,23.0
Mato Grosso do Sul,3º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico",641.0
Mato Grosso do Sul,3º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",479.0
Mato Grosso do Sul,3º trimestre 2015,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",162.0
Mato Grosso do Sul,3º trimestre 2015,Trabalhador doméstico,91.0
Mato Grosso do Sul,3º trimestre 2015,Trabalhador doméstico - com carteira de trabalho assinada,30.0
Mato Grosso do Sul,3º trimestre 2015,Trabalhador doméstico - sem carteira de trabalho assinada,61.0
