municipio,posição de ocupação,trimestre,quantidade de posição de ocupação
Campo Grande (MS),Empregador,1º trimestre 2019,26.0
Campo Grande (MS),Empregador,2º trimestre 2019,28.0
Campo Grande (MS),Empregador,3º trimestre 2019,28.0
Campo Grande (MS),Empregador,4º trimestre 2019,24.0
Campo Grande (MS),Empregador,1º trimestre 2020,21.0
Campo Grande (MS),Empregador,2º trimestre 2020,0.0
Campo Grande (MS),Empregador,3º trimestre 2020,0.0
Campo Grande (MS),Empregador,4º trimestre 2020,0.0
Campo Grande (MS),Empregador,1º trimestre 2021,0.0
Campo Grande (MS),Empregador,2º trimestre 2021,0.0
Campo Grande (MS),Empregador,3º trimestre 2021,0.0
Campo Grande (MS),Empregador,4º trimestre 2021,0.0
Campo Grande (MS),Empregador,1º trimestre 2022,0.0
Campo Grande (MS),Empregador,2º trimestre 2022,22.0
Campo Grande (MS),Empregador,3º trimestre 2022,17.0
Campo Grande (MS),Empregador,4º trimestre 2022,24.0
Campo Grande (MS),Empregador,1º trimestre 2023,29.0
Campo Grande (MS),Empregador,2º trimestre 2023,28.0
Campo Grande (MS),Empregador,3º trimestre 2023,27.0
Campo Grande (MS),Empregador,4º trimestre 2023,21.0
Campo Grande (MS),Empregador,1º trimestre 2024,22.0
Campo Grande (MS),Empregador,2º trimestre 2024,22.0
Campo Grande (MS),Empregador,3º trimestre 2024,25.0
Campo Grande (MS),Empregador,4º trimestre 2024,22.0
Campo Grande (MS),Conta própria,1º trimestre 2012,69.0
Campo Grande (MS),Conta própria,2º trimestre 2012,75.0
Campo Grande (MS),Conta própria,3º trimestre 2012,81.0
Campo Grande (MS),Conta própria,4º trimestre 2012,86.0
Campo Grande (MS),Conta própria,1º trimestre 2013,80.0
Campo Grande (MS),Conta própria,2º trimestre 2013,93.0
Campo Grande (MS),Conta própria,3º trimestre 2013,93.0
Campo Grande (MS),Conta própria,4º trimestre 2013,93.0
Campo Grande (MS),Conta própria,1º trimestre 2014,79.0
Campo Grande (MS),Conta própria,2º trimestre 2014,87.0
Campo Grande (MS),Conta própria,3º trimestre 2014,92.0
Campo Grande (MS),Conta própria,4º trimestre 2014,85.0
Campo Grande (MS),Conta própria,1º trimestre 2015,82.0
Campo Grande (MS),Conta própria,2º trimestre 2015,85.0
Campo Grande (MS),Conta própria,3º trimestre 2015,93.0
Campo Grande (MS),Conta própria,4º trimestre 2015,95.0
Campo Grande (MS),Conta própria,1º trimestre 2016,85.0
Campo Grande (MS),Conta própria,2º trimestre 2016,87.0
Campo Grande (MS),Conta própria,3º trimestre 2016,87.0
Campo Grande (MS),Conta própria,4º trimestre 2016,82.0
Campo Grande (MS),Conta própria,1º trimestre 2017,87.0
Campo Grande (MS),Conta própria,2º trimestre 2017,91.0
Campo Grande (MS),Conta própria,3º trimestre 2017,97.0
Campo Grande (MS),Conta própria,4º trimestre 2017,88.0
Campo Grande (MS),Conta própria,1º trimestre 2018,97.0
Campo Grande (MS),Conta própria,2º trimestre 2018,93.0
Campo Grande (MS),Conta própria,3º trimestre 2018,107.0
Campo Grande (MS),Conta própria,4º trimestre 2018,98.0
Campo Grande (MS),Conta própria,1º trimestre 2019,97.0
Campo Grande (MS),Conta própria,2º trimestre 2019,97.0
Campo Grande (MS),Conta própria,3º trimestre 2019,97.0
Campo Grande (MS),Conta própria,4º trimestre 2019,107.0
Campo Grande (MS),Conta própria,1º trimestre 2020,115.0
Campo Grande (MS),Conta própria,2º trimestre 2020,0.0
Campo Grande (MS),Conta própria,3º trimestre 2020,0.0
Campo Grande (MS),Conta própria,4º trimestre 2020,0.0
Campo Grande (MS),Conta própria,1º trimestre 2021,0.0
Campo Grande (MS),Conta própria,2º trimestre 2021,0.0
Campo Grande (MS),Conta própria,3º trimestre 2021,0.0
Campo Grande (MS),Conta própria,4º trimestre 2021,0.0
Campo Grande (MS),Conta própria,1º trimestre 2022,0.0
Campo Grande (MS),Conta própria,2º trimestre 2022,114.0
Campo Grande (MS),Conta própria,3º trimestre 2022,118.0
Campo Grande (MS),Conta própria,4º trimestre 2022,121.0
Campo Grande (MS),Conta própria,1º trimestre 2023,118.0
Campo Grande (MS),Conta própria,2º trimestre 2023,120.0
Campo Grande (MS),Conta própria,3º trimestre 2023,110.0
Campo Grande (MS),Conta própria,4º trimestre 2023,107.0
Campo Grande (MS),Conta própria,1º trimestre 2024,105.0
Campo Grande (MS),Conta própria,2º trimestre 2024,106.0
Campo Grande (MS),Conta própria,3º trimestre 2024,111.0
Campo Grande (MS),Conta própria,4º trimestre 2024,106.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2012,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2012,4.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2012,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2012,4.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2013,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2013,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2013,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2013,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2014,4.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2014,4.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2014,4.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2014,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2015,5.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2015,7.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2015,7.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2015,5.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2016,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2016,6.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2016,4.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2016,5.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2017,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2017,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2017,1.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2017,4.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2018,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2018,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2018,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2018,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2019,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2019,1.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2019,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2019,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2020,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2022,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2022,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2022,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2023,2.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2023,1.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2023,0.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2023,1.0
Campo Grande (MS),Trabalhador familiar auxiliar,1º trimestre 2024,1.0
Campo Grande (MS),Trabalhador familiar auxiliar,2º trimestre 2024,3.0
Campo Grande (MS),Trabalhador familiar auxiliar,3º trimestre 2024,1.0
Campo Grande (MS),Trabalhador familiar auxiliar,4º trimestre 2024,2.0
Cuiabá (MT),Empregado,1º trimestre 2012,219.0
Cuiabá (MT),Empregado,2º trimestre 2012,220.0
Cuiabá (MT),Empregado,3º trimestre 2012,213.0
Cuiabá (MT),Empregado,4º trimestre 2012,221.0
Cuiabá (MT),Empregado,1º trimestre 2013,212.0
Cuiabá (MT),Empregado,2º trimestre 2013,223.0
Cuiabá (MT),Empregado,3º trimestre 2013,237.0
Cuiabá (MT),Empregado,4º trimestre 2013,217.0
Cuiabá (MT),Empregado,1º trimestre 2014,217.0
Cuiabá (MT),Empregado,2º trimestre 2014,212.0
Cuiabá (MT),Empregado,3º trimestre 2014,212.0
Cuiabá (MT),Empregado,4º trimestre 2014,205.0
Cuiabá (MT),Empregado,1º trimestre 2015,215.0
Cuiabá (MT),Empregado,2º trimestre 2015,212.0
Cuiabá (MT),Empregado,3º trimestre 2015,196.0
Cuiabá (MT),Empregado,4º trimestre 2015,193.0
Cuiabá (MT),Empregado,1º trimestre 2016,202.0
Cuiabá (MT),Empregado,2º trimestre 2016,202.0
Cuiabá (MT),Empregado,3º trimestre 2016,199.0
Cuiabá (MT),Empregado,4º trimestre 2016,201.0
Cuiabá (MT),Empregado,1º trimestre 2017,185.0
Cuiabá (MT),Empregado,2º trimestre 2017,201.0
Cuiabá (MT),Empregado,3º trimestre 2017,209.0
Cuiabá (MT),Empregado,4º trimestre 2017,206.0
Cuiabá (MT),Empregado,1º trimestre 2018,212.0
Cuiabá (MT),Empregado,2º trimestre 2018,214.0
Cuiabá (MT),Empregado,3º trimestre 2018,217.0
Cuiabá (MT),Empregado,4º trimestre 2018,213.0
Cuiabá (MT),Empregado,1º trimestre 2019,213.0
Cuiabá (MT),Empregado,2º trimestre 2019,219.0
Cuiabá (MT),Empregado,3º trimestre 2019,232.0
Cuiabá (MT),Empregado,4º trimestre 2019,213.0
Cuiabá (MT),Empregado,1º trimestre 2020,211.0
Cuiabá (MT),Empregado,2º trimestre 2020,0.0
Cuiabá (MT),Empregado,3º trimestre 2020,0.0
Cuiabá (MT),Empregado,4º trimestre 2020,0.0
Cuiabá (MT),Empregado,1º trimestre 2021,0.0
Cuiabá (MT),Empregado,2º trimestre 2021,0.0
Cuiabá (MT),Empregado,3º trimestre 2021,0.0
Cuiabá (MT),Empregado,4º trimestre 2021,0.0
Cuiabá (MT),Empregado,1º trimestre 2022,0.0
Cuiabá (MT),Empregado,2º trimestre 2022,232.0
Cuiabá (MT),Empregado,3º trimestre 2022,231.0
Cuiabá (MT),Empregado,4º trimestre 2022,240.0
Cuiabá (MT),Empregado,1º trimestre 2023,226.0
Cuiabá (MT),Empregado,2º trimestre 2023,226.0
Cuiabá (MT),Empregado,3º trimestre 2023,221.0
Cuiabá (MT),Empregado,4º trimestre 2023,232.0
Cuiabá (MT),Empregado,1º trimestre 2024,219.0
Cuiabá (MT),Empregado,2º trimestre 2024,229.0
Cuiabá (MT),Empregado,3º trimestre 2024,228.0
Cuiabá (MT),Empregado,4º trimestre 2024,246.0
Cuiabá (MT),Empregador,1º trimestre 2012,12.0
Cuiabá (MT),Empregador,2º trimestre 2012,12.0
Cuiabá (MT),Empregador,3º trimestre 2012,13.0
Cuiabá (MT),Empregador,4º trimestre 2012,10.0
Cuiabá (MT),Empregador,1º trimestre 2013,15.0
Cuiabá (MT),Empregador,2º trimestre 2013,15.0
Cuiabá (MT),Empregador,3º trimestre 2013,9.0
Cuiabá (MT),Empregador,4º trimestre 2013,11.0
Cuiabá (MT),Empregador,1º trimestre 2014,8.0
Cuiabá (MT),Empregador,2º trimestre 2014,9.0
Cuiabá (MT),Empregador,3º trimestre 2014,15.0
Cuiabá (MT),Empregador,4º trimestre 2014,13.0
Cuiabá (MT),Empregador,1º trimestre 2015,18.0
Cuiabá (MT),Empregador,2º trimestre 2015,14.0
Cuiabá (MT),Empregador,3º trimestre 2015,13.0
Cuiabá (MT),Empregador,4º trimestre 2015,12.0
Cuiabá (MT),Empregador,1º trimestre 2016,10.0
Cuiabá (MT),Empregador,2º trimestre 2016,10.0
Cuiabá (MT),Empregador,3º trimestre 2016,12.0
Cuiabá (MT),Empregador,4º trimestre 2016,9.0
Cuiabá (MT),Empregador,1º trimestre 2017,10.0
Cuiabá (MT),Empregador,2º trimestre 2017,10.0
Cuiabá (MT),Empregador,3º trimestre 2017,6.0
Cuiabá (MT),Empregador,4º trimestre 2017,8.0
Cuiabá (MT),Empregador,1º trimestre 2018,10.0
Cuiabá (MT),Empregador,2º trimestre 2018,12.0
Cuiabá (MT),Empregador,3º trimestre 2018,11.0
Cuiabá (MT),Empregador,4º trimestre 2018,14.0
Cuiabá (MT),Empregador,1º trimestre 2019,9.0
Cuiabá (MT),Empregador,2º trimestre 2019,11.0
Cuiabá (MT),Empregador,3º trimestre 2019,7.0
Cuiabá (MT),Empregador,4º trimestre 2019,11.0
Cuiabá (MT),Empregador,1º trimestre 2020,12.0
Cuiabá (MT),Empregador,2º trimestre 2020,0.0
Cuiabá (MT),Empregador,3º trimestre 2020,0.0
Cuiabá (MT),Empregador,4º trimestre 2020,0.0
Cuiabá (MT),Empregador,1º trimestre 2021,0.0
Cuiabá (MT),Empregador,2º trimestre 2021,0.0
Cuiabá (MT),Empregador,3º trimestre 2021,0.0
Cuiabá (MT),Empregador,4º trimestre 2021,0.0
Cuiabá (MT),Empregador,1º trimestre 2022,0.0
Cuiabá (MT),Empregador,2º trimestre 2022,9.0
Cuiabá (MT),Empregador,3º trimestre 2022,11.0
Cuiabá (MT),Empregador,4º trimestre 2022,8.0
Cuiabá (MT),Empregador,1º trimestre 2023,8.0
Cuiabá (MT),Empregador,2º trimestre 2023,10.0
Cuiabá (MT),Empregador,3º trimestre 2023,11.0
Cuiabá (MT),Empregador,4º trimestre 2023,13.0
Cuiabá (MT),Empregador,1º trimestre 2024,15.0
Cuiabá (MT),Empregador,2º trimestre 2024,15.0
Cuiabá (MT),Empregador,3º trimestre 2024,16.0
Cuiabá (MT),Empregador,4º trimestre 2024,13.0
Cuiabá (MT),Conta própria,1º trimestre 2012,56.0
Cuiabá (MT),Conta própria,2º trimestre 2012,55.0
Cuiabá (MT),Conta própria,3º trimestre 2012,58.0
Cuiabá (MT),Conta própria,4º trimestre 2012,54.0
Cuiabá (MT),Conta própria,1º trimestre 2013,55.0
Cuiabá (MT),Conta própria,2º trimestre 2013,58.0
Cuiabá (MT),Conta própria,3º trimestre 2013,55.0
Cuiabá (MT),Conta própria,4º trimestre 2013,63.0
Cuiabá (MT),Conta própria,1º trimestre 2014,60.0
Cuiabá (MT),Conta própria,2º trimestre 2014,58.0
Cuiabá (MT),Conta própria,3º trimestre 2014,57.0
Cuiabá (MT),Conta própria,4º trimestre 2014,64.0
Cuiabá (MT),Conta própria,1º trimestre 2015,52.0
Cuiabá (MT),Conta própria,2º trimestre 2015,55.0
Cuiabá (MT),Conta própria,3º trimestre 2015,58.0
Cuiabá (MT),Conta própria,4º trimestre 2015,72.0
Cuiabá (MT),Conta própria,1º trimestre 2016,65.0
Cuiabá (MT),Conta própria,2º trimestre 2016,67.0
Cuiabá (MT),Conta própria,3º trimestre 2016,63.0
Cuiabá (MT),Conta própria,4º trimestre 2016,65.0
Cuiabá (MT),Conta própria,1º trimestre 2017,72.0
Cuiabá (MT),Conta própria,2º trimestre 2017,65.0
Cuiabá (MT),Conta própria,3º trimestre 2017,65.0
Cuiabá (MT),Conta própria,4º trimestre 2017,74.0
Cuiabá (MT),Conta própria,1º trimestre 2018,65.0
Cuiabá (MT),Conta própria,2º trimestre 2018,65.0
Cuiabá (MT),Conta própria,3º trimestre 2018,68.0
Cuiabá (MT),Conta própria,4º trimestre 2018,78.0
Cuiabá (MT),Conta própria,1º trimestre 2019,76.0
Cuiabá (MT),Conta própria,2º trimestre 2019,74.0
Cuiabá (MT),Conta própria,3º trimestre 2019,68.0
Cuiabá (MT),Conta própria,4º trimestre 2019,77.0
Cuiabá (MT),Conta própria,1º trimestre 2020,76.0
Cuiabá (MT),Conta própria,2º trimestre 2020,0.0
Cuiabá (MT),Conta própria,3º trimestre 2020,0.0
Cuiabá (MT),Conta própria,4º trimestre 2020,0.0
Cuiabá (MT),Conta própria,1º trimestre 2021,0.0
Cuiabá (MT),Conta própria,2º trimestre 2021,0.0
Cuiabá (MT),Conta própria,3º trimestre 2021,0.0
Cuiabá (MT),Conta própria,4º trimestre 2021,0.0
Cuiabá (MT),Conta própria,1º trimestre 2022,0.0
Cuiabá (MT),Conta própria,2º trimestre 2022,76.0
Cuiabá (MT),Conta própria,3º trimestre 2022,67.0
Cuiabá (MT),Conta própria,4º trimestre 2022,76.0
Cuiabá (MT),Conta própria,1º trimestre 2023,83.0
Cuiabá (MT),Conta própria,2º trimestre 2023,85.0
Cuiabá (MT),Conta própria,3º trimestre 2023,89.0
Cuiabá (MT),Conta própria,4º trimestre 2023,87.0
Cuiabá (MT),Conta própria,1º trimestre 2024,88.0
Cuiabá (MT),Conta própria,2º trimestre 2024,94.0
Cuiabá (MT),Conta própria,3º trimestre 2024,97.0
Cuiabá (MT),Conta própria,4º trimestre 2024,85.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2012,3.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2012,3.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2012,4.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2012,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2013,3.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2013,3.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2013,4.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2013,5.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2014,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2014,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2014,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2014,3.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2015,4.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2015,4.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2015,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2015,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2016,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2016,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2016,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2016,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2017,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2017,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2017,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2017,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2018,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2018,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2018,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2018,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2019,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2019,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2019,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2019,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2020,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2020,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2020,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2020,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2021,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2021,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2021,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2021,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2022,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2022,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2022,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2022,0.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2023,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2023,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2023,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2023,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,1º trimestre 2024,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,2º trimestre 2024,1.0
Cuiabá (MT),Trabalhador familiar auxiliar,3º trimestre 2024,2.0
Cuiabá (MT),Trabalhador familiar auxiliar,4º trimestre 2024,1.0
Goiânia (GO),Empregado,1º trimestre 2012,502.0
Goiânia (GO),Empregado,2º trimestre 2012,508.0
Goiânia (GO),Empregado,3º trimestre 2012,496.0
Goiânia (GO),Empregado,4º trimestre 2012,518.0
Goiânia (GO),Empregado,1º trimestre 2013,516.0
Goiânia (GO),Empregado,2º trimestre 2013,505.0
Goiânia (GO),Empregado,3º trimestre 2013,502.0
Goiânia (GO),Empregado,4º trimestre 2013,515.0
