municipio,trimestre,Condição de ocupação,quantidade de condição de ocupação
Florianópolis (SC),4º trimestre 2018,Força de trabalho - ocupada,271
Florianópolis (SC),4º trimestre 2018,Força de trabalho - desocupada,18
Florianópolis (SC),4º trimestre 2018,Fora da força de trabalho,140
Florianópolis (SC),1º trimestre 2019,Força de trabalho,290
Florianópolis (SC),1º trimestre 2019,Força de trabalho - ocupada,262
Florianópolis (SC),1º trimestre 2019,Força de trabalho - desocupada,28
Florianópolis (SC),1º trimestre 2019,Fora da força de trabalho,140
Florianópolis (SC),2º trimestre 2019,Força de trabalho,294
Florianópolis (SC),2º trimestre 2019,Força de trabalho - ocupada,271
Florianópolis (SC),2º trimestre 2019,Força de trabalho - desocupada,22
Florianópolis (SC),2º trimestre 2019,Fora da força de trabalho,140
Florianópolis (SC),3º trimestre 2019,Força de trabalho,296
Florianópolis (SC),3º trimestre 2019,Força de trabalho - ocupada,271
Florianópolis (SC),3º trimestre 2019,Força de trabalho - desocupada,25
Florianópolis (SC),3º trimestre 2019,Fora da força de trabalho,137
Florianópolis (SC),4º trimestre 2019,Força de trabalho,294
Florianópolis (SC),4º trimestre 2019,Força de trabalho - ocupada,271
Florianópolis (SC),4º trimestre 2019,Força de trabalho - desocupada,24
Florianópolis (SC),4º trimestre 2019,Fora da força de trabalho,136
Florianópolis (SC),1º trimestre 2020,Força de trabalho,287
Florianópolis (SC),1º trimestre 2020,Força de trabalho - ocupada,262
Florianópolis (SC),1º trimestre 2020,Força de trabalho - desocupada,25
Florianópolis (SC),1º trimestre 2020,Fora da força de trabalho,141
Florianópolis (SC),2º trimestre 2020,Força de trabalho,0
Florianópolis (SC),2º trimestre 2020,Força de trabalho - ocupada,0
Florianópolis (SC),2º trimestre 2020,Força de trabalho - desocupada,0
Florianópolis (SC),2º trimestre 2020,Fora da força de trabalho,0
Florianópolis (SC),3º trimestre 2020,Força de trabalho,0
Florianópolis (SC),3º trimestre 2020,Força de trabalho - ocupada,0
Florianópolis (SC),3º trimestre 2020,Força de trabalho - desocupada,0
Florianópolis (SC),3º trimestre 2020,Fora da força de trabalho,0
Florianópolis (SC),4º trimestre 2020,Força de trabalho,0
Florianópolis (SC),4º trimestre 2020,Força de trabalho - ocupada,0
Florianópolis (SC),4º trimestre 2020,Força de trabalho - desocupada,0
Florianópolis (SC),4º trimestre 2020,Fora da força de trabalho,0
Florianópolis (SC),1º trimestre 2021,Força de trabalho,0
Florianópolis (SC),1º trimestre 2021,Força de trabalho - ocupada,0
Florianópolis (SC),1º trimestre 2021,Força de trabalho - desocupada,0
Florianópolis (SC),1º trimestre 2021,Fora da força de trabalho,0
Florianópolis (SC),2º trimestre 2021,Força de trabalho,0
Florianópolis (SC),2º trimestre 2021,Força de trabalho - ocupada,0
Florianópolis (SC),2º trimestre 2021,Força de trabalho - desocupada,0
Florianópolis (SC),2º trimestre 2021,Fora da força de trabalho,0
Florianópolis (SC),3º trimestre 2021,Força de trabalho,0
Florianópolis (SC),3º trimestre 2021,Força de trabalho - ocupada,0
Florianópolis (SC),3º trimestre 2021,Força de trabalho - desocupada,0
Florianópolis (SC),3º trimestre 2021,Fora da força de trabalho,0
Florianópolis (SC),4º trimestre 2021,Força de trabalho,0
Florianópolis (SC),4º trimestre 2021,Força de trabalho - ocupada,0
Florianópolis (SC),4º trimestre 2021,Força de trabalho - desocupada,0
Florianópolis (SC),4º trimestre 2021,Fora da força de trabalho,0
Florianópolis (SC),1º trimestre 2022,Força de trabalho,0
Florianópolis (SC),1º trimestre 2022,Força de trabalho - ocupada,0
Florianópolis (SC),1º trimestre 2022,Força de trabalho - desocupada,0
Florianópolis (SC),1º trimestre 2022,Fora da força de trabalho,0
Florianópolis (SC),2º trimestre 2022,Força de trabalho,296
Florianópolis (SC),2º trimestre 2022,Força de trabalho - ocupada,277
Florianópolis (SC),2º trimestre 2022,Força de trabalho - desocupada,19
Florianópolis (SC),2º trimestre 2022,Fora da força de trabalho,150
Florianópolis (SC),3º trimestre 2022,Força de trabalho,297
Florianópolis (SC),3º trimestre 2022,Força de trabalho - ocupada,280
Florianópolis (SC),3º trimestre 2022,Força de trabalho - desocupada,17
Florianópolis (SC),3º trimestre 2022,Fora da força de trabalho,153
Florianópolis (SC),4º trimestre 2022,Força de trabalho,305
Florianópolis (SC),4º trimestre 2022,Força de trabalho - ocupada,286
Florianópolis (SC),4º trimestre 2022,Força de trabalho - desocupada,19
Florianópolis (SC),4º trimestre 2022,Fora da força de trabalho,146
Florianópolis (SC),1º trimestre 2023,Força de trabalho,293
Florianópolis (SC),1º trimestre 2023,Força de trabalho - ocupada,277
Florianópolis (SC),1º trimestre 2023,Força de trabalho - desocupada,16
Florianópolis (SC),1º trimestre 2023,Fora da força de trabalho,155
Florianópolis (SC),2º trimestre 2023,Força de trabalho,292
Florianópolis (SC),2º trimestre 2023,Força de trabalho - ocupada,275
Florianópolis (SC),2º trimestre 2023,Força de trabalho - desocupada,18
Florianópolis (SC),2º trimestre 2023,Fora da força de trabalho,160
Florianópolis (SC),3º trimestre 2023,Força de trabalho,298
Florianópolis (SC),3º trimestre 2023,Força de trabalho - ocupada,283
Florianópolis (SC),3º trimestre 2023,Força de trabalho - desocupada,15
Florianópolis (SC),3º trimestre 2023,Fora da força de trabalho,156
Florianópolis (SC),4º trimestre 2023,Força de trabalho,318
Florianópolis (SC),4º trimestre 2023,Força de trabalho - ocupada,304
Florianópolis (SC),4º trimestre 2023,Força de trabalho - desocupada,14
Florianópolis (SC),4º trimestre 2023,Fora da força de trabalho,143
Florianópolis (SC),1º trimestre 2024,Força de trabalho,318
Florianópolis (SC),1º trimestre 2024,Força de trabalho - ocupada,302
Florianópolis (SC),1º trimestre 2024,Força de trabalho - desocupada,16
Florianópolis (SC),1º trimestre 2024,Fora da força de trabalho,144
Florianópolis (SC),2º trimestre 2024,Força de trabalho,312
Florianópolis (SC),2º trimestre 2024,Força de trabalho - ocupada,297
Florianópolis (SC),2º trimestre 2024,Força de trabalho - desocupada,15
Florianópolis (SC),2º trimestre 2024,Fora da força de trabalho,157
Florianópolis (SC),3º trimestre 2024,Força de trabalho,325
Florianópolis (SC),3º trimestre 2024,Força de trabalho - ocupada,312
Florianópolis (SC),3º trimestre 2024,Força de trabalho - desocupada,13
Florianópolis (SC),3º trimestre 2024,Fora da força de trabalho,145
Florianópolis (SC),4º trimestre 2024,Força de trabalho,316
Florianópolis (SC),4º trimestre 2024,Força de trabalho - ocupada,302
Florianópolis (SC),4º trimestre 2024,Força de trabalho - desocupada,14
Florianópolis (SC),4º trimestre 2024,Fora da força de trabalho,153
Porto Alegre (RS),1º trimestre 2012,Força de trabalho,771
Porto Alegre (RS),1º trimestre 2012,Força de trabalho - ocupada,728
Porto Alegre (RS),1º trimestre 2012,Força de trabalho - desocupada,43
Porto Alegre (RS),1º trimestre 2012,Fora da força de trabalho,414
Porto Alegre (RS),2º trimestre 2012,Força de trabalho,772
Porto Alegre (RS),2º trimestre 2012,Força de trabalho - ocupada,734
Porto Alegre (RS),2º trimestre 2012,Força de trabalho - desocupada,38
Porto Alegre (RS),2º trimestre 2012,Fora da força de trabalho,421
Porto Alegre (RS),3º trimestre 2012,Força de trabalho,765
Porto Alegre (RS),3º trimestre 2012,Força de trabalho - ocupada,728
Porto Alegre (RS),3º trimestre 2012,Força de trabalho - desocupada,38
Porto Alegre (RS),3º trimestre 2012,Fora da força de trabalho,430
Porto Alegre (RS),4º trimestre 2012,Força de trabalho,763
Porto Alegre (RS),4º trimestre 2012,Força de trabalho - ocupada,735
Porto Alegre (RS),4º trimestre 2012,Força de trabalho - desocupada,28
Porto Alegre (RS),4º trimestre 2012,Fora da força de trabalho,433
Porto Alegre (RS),1º trimestre 2013,Força de trabalho,801
Porto Alegre (RS),1º trimestre 2013,Força de trabalho - ocupada,753
Porto Alegre (RS),1º trimestre 2013,Força de trabalho - desocupada,48
Porto Alegre (RS),1º trimestre 2013,Fora da força de trabalho,411
Porto Alegre (RS),2º trimestre 2013,Força de trabalho,780
Porto Alegre (RS),2º trimestre 2013,Força de trabalho - ocupada,746
Porto Alegre (RS),2º trimestre 2013,Força de trabalho - desocupada,34
Porto Alegre (RS),2º trimestre 2013,Fora da força de trabalho,437
Porto Alegre (RS),3º trimestre 2013,Força de trabalho,790
Porto Alegre (RS),3º trimestre 2013,Força de trabalho - ocupada,747
Porto Alegre (RS),3º trimestre 2013,Força de trabalho - desocupada,43
Porto Alegre (RS),3º trimestre 2013,Fora da força de trabalho,418
Porto Alegre (RS),4º trimestre 2013,Força de trabalho,802
Porto Alegre (RS),4º trimestre 2013,Força de trabalho - ocupada,761
Porto Alegre (RS),4º trimestre 2013,Força de trabalho - desocupada,41
Porto Alegre (RS),4º trimestre 2013,Fora da força de trabalho,412
Porto Alegre (RS),1º trimestre 2014,Força de trabalho,772
Porto Alegre (RS),1º trimestre 2014,Força de trabalho - ocupada,730
Porto Alegre (RS),1º trimestre 2014,Força de trabalho - desocupada,42
Porto Alegre (RS),1º trimestre 2014,Fora da força de trabalho,444
Porto Alegre (RS),2º trimestre 2014,Força de trabalho,758
Porto Alegre (RS),2º trimestre 2014,Força de trabalho - ocupada,727
Porto Alegre (RS),2º trimestre 2014,Força de trabalho - desocupada,31
Porto Alegre (RS),2º trimestre 2014,Fora da força de trabalho,466
Porto Alegre (RS),3º trimestre 2014,Força de trabalho,789
Porto Alegre (RS),3º trimestre 2014,Força de trabalho - ocupada,747
Porto Alegre (RS),3º trimestre 2014,Força de trabalho - desocupada,42
Porto Alegre (RS),3º trimestre 2014,Fora da força de trabalho,438
Porto Alegre (RS),4º trimestre 2014,Força de trabalho,794
Porto Alegre (RS),4º trimestre 2014,Força de trabalho - ocupada,756
Porto Alegre (RS),4º trimestre 2014,Força de trabalho - desocupada,38
Porto Alegre (RS),4º trimestre 2014,Fora da força de trabalho,425
Porto Alegre (RS),1º trimestre 2015,Força de trabalho,815
Porto Alegre (RS),1º trimestre 2015,Força de trabalho - ocupada,764
Porto Alegre (RS),1º trimestre 2015,Força de trabalho - desocupada,50
Porto Alegre (RS),1º trimestre 2015,Fora da força de trabalho,395
Porto Alegre (RS),2º trimestre 2015,Força de trabalho,791
Porto Alegre (RS),2º trimestre 2015,Força de trabalho - ocupada,749
Porto Alegre (RS),2º trimestre 2015,Força de trabalho - desocupada,42
Porto Alegre (RS),2º trimestre 2015,Fora da força de trabalho,409
Porto Alegre (RS),3º trimestre 2015,Força de trabalho,786
Porto Alegre (RS),3º trimestre 2015,Força de trabalho - ocupada,738
Porto Alegre (RS),3º trimestre 2015,Força de trabalho - desocupada,48
Porto Alegre (RS),3º trimestre 2015,Fora da força de trabalho,407
Porto Alegre (RS),4º trimestre 2015,Força de trabalho,825
Porto Alegre (RS),4º trimestre 2015,Força de trabalho - ocupada,768
Porto Alegre (RS),4º trimestre 2015,Força de trabalho - desocupada,58
Porto Alegre (RS),4º trimestre 2015,Fora da força de trabalho,374
Porto Alegre (RS),1º trimestre 2016,Força de trabalho,822
Porto Alegre (RS),1º trimestre 2016,Força de trabalho - ocupada,749
Porto Alegre (RS),1º trimestre 2016,Força de trabalho - desocupada,73
Porto Alegre (RS),1º trimestre 2016,Fora da força de trabalho,393
Porto Alegre (RS),2º trimestre 2016,Força de trabalho,807
Porto Alegre (RS),2º trimestre 2016,Força de trabalho - ocupada,736
Porto Alegre (RS),2º trimestre 2016,Força de trabalho - desocupada,71
Porto Alegre (RS),2º trimestre 2016,Fora da força de trabalho,417
Porto Alegre (RS),3º trimestre 2016,Força de trabalho,821
Porto Alegre (RS),3º trimestre 2016,Força de trabalho - ocupada,745
Porto Alegre (RS),3º trimestre 2016,Força de trabalho - desocupada,76
Porto Alegre (RS),3º trimestre 2016,Fora da força de trabalho,416
Porto Alegre (RS),4º trimestre 2016,Força de trabalho,814
Porto Alegre (RS),4º trimestre 2016,Força de trabalho - ocupada,738
Porto Alegre (RS),4º trimestre 2016,Força de trabalho - desocupada,75
Porto Alegre (RS),4º trimestre 2016,Fora da força de trabalho,423
Porto Alegre (RS),1º trimestre 2017,Força de trabalho,814
Porto Alegre (RS),1º trimestre 2017,Força de trabalho - ocupada,730
Porto Alegre (RS),1º trimestre 2017,Força de trabalho - desocupada,84
Porto Alegre (RS),1º trimestre 2017,Fora da força de trabalho,410
Porto Alegre (RS),2º trimestre 2017,Força de trabalho,822
Porto Alegre (RS),2º trimestre 2017,Força de trabalho - ocupada,747
Porto Alegre (RS),2º trimestre 2017,Força de trabalho - desocupada,75
Porto Alegre (RS),2º trimestre 2017,Fora da força de trabalho,406
Porto Alegre (RS),3º trimestre 2017,Força de trabalho,820
Porto Alegre (RS),3º trimestre 2017,Força de trabalho - ocupada,753
Porto Alegre (RS),3º trimestre 2017,Força de trabalho - desocupada,67
Porto Alegre (RS),3º trimestre 2017,Fora da força de trabalho,404
Porto Alegre (RS),4º trimestre 2017,Força de trabalho,813
Porto Alegre (RS),4º trimestre 2017,Força de trabalho - ocupada,746
Porto Alegre (RS),4º trimestre 2017,Força de trabalho - desocupada,67
Porto Alegre (RS),4º trimestre 2017,Fora da força de trabalho,417
Porto Alegre (RS),1º trimestre 2018,Força de trabalho,807
Porto Alegre (RS),1º trimestre 2018,Força de trabalho - ocupada,730
Porto Alegre (RS),1º trimestre 2018,Força de trabalho - desocupada,78
Porto Alegre (RS),1º trimestre 2018,Fora da força de trabalho,425
Porto Alegre (RS),2º trimestre 2018,Força de trabalho,813
Porto Alegre (RS),2º trimestre 2018,Força de trabalho - ocupada,734
Porto Alegre (RS),2º trimestre 2018,Força de trabalho - desocupada,79
Porto Alegre (RS),2º trimestre 2018,Fora da força de trabalho,423
Porto Alegre (RS),3º trimestre 2018,Força de trabalho,827
Porto Alegre (RS),3º trimestre 2018,Força de trabalho - ocupada,741
Porto Alegre (RS),3º trimestre 2018,Força de trabalho - desocupada,86
Porto Alegre (RS),3º trimestre 2018,Fora da força de trabalho,396
Porto Alegre (RS),4º trimestre 2018,Força de trabalho,831
Porto Alegre (RS),4º trimestre 2018,Força de trabalho - ocupada,759
Porto Alegre (RS),4º trimestre 2018,Força de trabalho - desocupada,72
Porto Alegre (RS),4º trimestre 2018,Fora da força de trabalho,404
Porto Alegre (RS),1º trimestre 2019,Força de trabalho,814
Porto Alegre (RS),1º trimestre 2019,Força de trabalho - ocupada,739
Porto Alegre (RS),1º trimestre 2019,Força de trabalho - desocupada,75
Porto Alegre (RS),1º trimestre 2019,Fora da força de trabalho,429
Porto Alegre (RS),2º trimestre 2019,Força de trabalho,823
Porto Alegre (RS),2º trimestre 2019,Força de trabalho - ocupada,751
Porto Alegre (RS),2º trimestre 2019,Força de trabalho - desocupada,72
Porto Alegre (RS),2º trimestre 2019,Fora da força de trabalho,416
Porto Alegre (RS),3º trimestre 2019,Força de trabalho,835
Porto Alegre (RS),3º trimestre 2019,Força de trabalho - ocupada,753
Porto Alegre (RS),3º trimestre 2019,Força de trabalho - desocupada,82
Porto Alegre (RS),3º trimestre 2019,Fora da força de trabalho,404
Porto Alegre (RS),4º trimestre 2019,Força de trabalho,813
Porto Alegre (RS),4º trimestre 2019,Força de trabalho - ocupada,755
Porto Alegre (RS),4º trimestre 2019,Força de trabalho - desocupada,58
Porto Alegre (RS),4º trimestre 2019,Fora da força de trabalho,440
Porto Alegre (RS),1º trimestre 2020,Força de trabalho,801
Porto Alegre (RS),1º trimestre 2020,Força de trabalho - ocupada,719
Porto Alegre (RS),1º trimestre 2020,Força de trabalho - desocupada,82
Porto Alegre (RS),1º trimestre 2020,Fora da força de trabalho,438
Porto Alegre (RS),2º trimestre 2020,Força de trabalho,0
Porto Alegre (RS),2º trimestre 2020,Força de trabalho - ocupada,0
Porto Alegre (RS),2º trimestre 2020,Força de trabalho - desocupada,0
Porto Alegre (RS),2º trimestre 2020,Fora da força de trabalho,0
Porto Alegre (RS),3º trimestre 2020,Força de trabalho,0
Porto Alegre (RS),3º trimestre 2020,Força de trabalho - ocupada,0
Porto Alegre (RS),3º trimestre 2020,Força de trabalho - desocupada,0
Porto Alegre (RS),3º trimestre 2020,Fora da força de trabalho,0
Porto Alegre (RS),4º trimestre 2020,Força de trabalho,0
Porto Alegre (RS),4º trimestre 2020,Força de trabalho - ocupada,0
Porto Alegre (RS),4º trimestre 2020,Força de trabalho - desocupada,0
Porto Alegre (RS),4º trimestre 2020,Fora da força de trabalho,0
Porto Alegre (RS),1º trimestre 2021,Força de trabalho,0
Porto Alegre (RS),1º trimestre 2021,Força de trabalho - ocupada,0
Porto Alegre (RS),1º trimestre 2021,Força de trabalho - desocupada,0
Porto Alegre (RS),1º trimestre 2021,Fora da força de trabalho,0
Porto Alegre (RS),2º trimestre 2021,Força de trabalho,0
Porto Alegre (RS),2º trimestre 2021,Força de trabalho - ocupada,0
Porto Alegre (RS),2º trimestre 2021,Força de trabalho - desocupada,0
Porto Alegre (RS),2º trimestre 2021,Fora da força de trabalho,0
